上市公司简称,股票代码,年份,AI提及次数,AI战略态度,AI整体水平,AI岗位数,AI专利数,一致性判定
国缆检测,301289,2024.0,1,未提及,无,0,61,言行一致
国网信通,600131,2024.0,0,,,0,1,行动先行
国网英大,600517,2024.0,0,,,0,277,行动先行
国联水产,300094,2024.0,0,,无,6,38,行动先行
国联股份,603613,2024.0,0,,,0,126,行动先行
国能日新,301162,2024.0,0,,,9,206,行动先行
国脉文化,600640,2024.0,0,,,14,29,行动先行
国脉科技,002093,2024.0,16,核心战略,高,7,18,言行一致
国航远洋,920571,2024.0,0,,,0,0,未涉及AI
国芯科,688262,2024.0,20,重点方向,高,12,301,言行一致
国芳集团,601086,2024.0,8,重点方向,中,0,0,表态超前
国茂股份,603915,2024.0,2,初步探索,低,0,50,言行一致
国药一致,000028,2024.0,0,,无,0,0,未涉及AI
国药现代,600420,2024.0,0,未提及,无,1,105,行动先行
国药股份,600511,2024.0,0,,无,0,3,行动先行
国货航,001391,2024.0,2,初步探索,低,0,0,表态超前
国轩高科,002074,2024.0,0,,,51,0,行动先行
国邦医药,605507,2024.0,0,,无,0,222,行动先行
国金证券,600109,2024.0,0,,,0,0,未涉及AI
国际医学,000516,2024.0,5,重点方向,中,7,0,言行一致
国际复材,301526,2024.0,0,,,1,272,行动先行
国际实业,000159,2024.0,0,,无,0,1,行动先行
国风新材,000859,2024.0,0,未提及,无,0,274,行动先行
图南股份,300855,2024.0,0,,无,0,65,行动先行
圆通速递,600233,2024.0,0,,,1,0,行动先行
圣元环保,300867,2024.0,4,重点方向,中,0,12,言行一致
圣农发展,002299,2024.0,2,初步探索,低,0,50,言行一致
圣晖集成,603163,2024.0,0,,,0,28,行动先行
圣泉集团,605589,2024.0,0,,,5,0,行动先行
圣湘生物,688289,2024.0,0,,,15,393,行动先行
圣诺生物,688117,2024.0,1,初步探索,低,0,15,言行一致
圣达生物,603079,2024.0,1,初步探索,低,0,33,言行一致
圣邦股份,300661,2024.0,0,,,0,0,未涉及AI
圣阳股份,002580,2024.0,5,未提及,低,0,196,言行一致
圣龙股份,603178,2024.0,0,,,0,99,行动先行
地素时尚,603587,2024.0,0,,,6,0,行动先行
山大地纬,688579,2024.0,38,核心战略,高,17,78,言行一致
地铁设计,003013,2024.0,0,,,2,624,行动先行
均普智能,688306,2024.0,30,核心战略,高,12,55,言行一致
均瑶健康,605388,2024.0,2,重点方向,中,0,17,言行一致
均胜电子,600699,2024.0,0,,,13,0,行动先行
坚朗五金,002791,2024.0,0,重点方向,低,56,0,行动先行
坤博精工,920570,2024.0,1,初步探索,低,0,38,言行一致
坤彩科技,603826,2024.0,0,,,0,55,行动先行
坤恒顺维,688283,2024.0,0,,,0,70,行动先行
坤泰股份,001260,2024.0,0,,,1,13,行动先行
垒知集团,002398,2024.0,4,核心战略,高,10,24,言行一致
埃夫特,688165,2024.0,0,,,122,40,行动先行
埃斯顿,002747,2024.0,0,,,90,210,行动先行
埃科光电,688610,2024.0,0,,,0,300,行动先行
城发环境,000885,2024.0,0,,,0,1,行动先行
城地香江,603887,2024.0,8,初步探索,低,11,56,言行一致
城市传媒,600229,2024.0,0,,,0,0,未涉及AI
城建发展,600266,2024.0,0,,无,0,0,未涉及AI
城投控股,600649,2024.0,0,,无,0,0,未涉及AI
基康技术,920879,2024.0,3,重点方向,中,9,6,言行一致
基蛋生物,603387,2024.0,0,,,14,181,行动先行
塔牌集团,002233,2024.0,0,未提及,无,1,6,行动先行
塞力医疗,603716,2024.0,0,,,0,0,未涉及AI
士兰微,600460,2024.0,0,,,5,590,行动先行
声迅股份,003004,2024.0,13,核心战略,高,20,95,言行一致
壶化股份,003002,2024.0,0,,无,0,32,行动先行
壹石通,688733,2024.0,1,初步探索,低,1,111,言行一致
壹网壹创,300792,2024.0,8,重点方向,中,26,1,言行一致
壹连科技,301631,2024.0,2,无明确AI战略,低,0,0,表态超前
复旦张江,688505,2024.0,0,,无,24,0,行动先行
复旦微电,688385,2024.0,7,重点方向,中,12,288,言行一致
复星医药,600196,2024.0,0,,,16,0,行动先行
复洁环保,688335,2024.0,1,初步探索,低,0,29,言行一致
夏厦精密,001306,2024.0,1,重点方向,中,9,79,言行一致
外服控股,600662,2024.0,8,重点方向,高,0,0,表态超前
外高桥,600648,2024.0,0,,,0,0,未涉及AI
多伦科技,603528,2024.0,0,,,17,146,行动先行
多利科技,001311,2024.0,0,未提及,无,0,33,行动先行
多氟多,002407,2024.0,0,,,4,375,行动先行
多浦乐,301528,2024.0,2,初步探索,低,4,54,言行一致
多瑞医药,301075,2024.0,0,,无,0,3,行动先行
夜光明,920527,2024.0,0,,,2,34,行动先行
大业股份,603278,2024.0,6,重点方向,中,0,216,言行一致
大东南,002263,2024.0,0,,无,0,6,行动先行
大东方,600327,2024.0,3,初步探索,低,2,0,言行一致
大中矿业,001203,2024.0,1,初步探索,低,1,8,言行一致
大丰实业,603081,2024.0,7,重点方向,中,7,497,言行一致
大为股份,002213,2024.0,7,未提及,无,0,21,言行一致
大亚圣象,000910,2024.0,0,未提及,无,0,0,未涉及AI
大众交通,600611,2024.0,0,,,11,0,行动先行
大众公用,600635,2024.0,0,未提及,无,1,0,行动先行
大位科技,600589,2024.0,0,,,0,20,行动先行
大元泵业,603757,2024.0,0,,无,0,66,行动先行
大全能源,688303,2024.0,1,重点方向,低,0,126,言行一致
大北农,002385,2024.0,0,,无,7,328,行动先行
大千生态,603955,2024.0,0,,,0,21,行动先行
大博医疗,002901,2024.0,0,,无,11,129,行动先行
大参林,603233,2024.0,0,,,37,6,行动先行
大叶股份,300879,2024.0,1,初步探索,低,20,348,言行一致
大名城、大名城B,600094、900940,2024.0,0,,,0,0,未涉及AI
大唐电信,600198,2024.0,1,初步探索,低,16,57,言行一致
大唐药业,920433,2024.0,0,,无,0,11,行动先行
大商股份,600694,2024.0,3,重点方向,中,7,0,言行一致
大地海洋,301068,2024.0,0,未提及,无,0,19,行动先行
大地熊,688077,2024.0,1,未提及,低,0,50,言行一致
大地电气,920436,2024.0,0,,,0,27,行动先行
大宏立,300865,2024.0,0,,,5,93,行动先行
大富科技,300134,2024.0,3,重点方向,低,5,424,言行一致
大庆华科,000985,2024.0,0,,无,0,11,行动先行
大恒科技,600288,2024.0,3,重点方向,中,6,34,言行一致
大悦城,000031,2024.0,0,,无,0,0,未涉及AI
大族数控,301200,2024.0,0,,,17,0,行动先行
大族激光,002008,2024.0,6,未提及,低,45,2504,言行一致
大有能源,600403,2024.0,0,,无,0,56,行动先行
大洋生物,003017,2024.0,0,未提及,无,1,77,行动先行
大洋电机,002249,2024.0,0,,,29,291,行动先行
大港股份,002077,2024.0,0,,,0,0,未涉及AI
大湖股份,600257,2024.0,0,,无,0,10,行动先行
大烨智能,300670,2024.0,0,未提及,无,0,45,行动先行
大禹生物,920970,2024.0,0,,无,0,52,行动先行
大禹节水,300021,2024.0,9,重点方向,中,10,95,言行一致
大胜达,603687,2024.0,8,核心战略,高,0,123,言行一致
大西洋,600558,2024.0,0,,,0,150,行动先行
大连友谊,000679,2024.0,0,,无,0,0,未涉及AI
大连圣亚,600593,2024.0,0,,无,0,1,行动先行
大连热电,600719,2024.0,0,,,0,0,未涉及AI
大连电瓷,002606,2024.0,1,未提及,低,0,3,言行一致
大连重工,002204,2024.0,0,,,3,936,行动先行
大金重工,002487,2024.0,0,,无,0,17,行动先行
大龙地产,600159,2024.0,0,,无,0,0,未涉及AI
天下秀,600556,2024.0,12,重点方向,中,16,0,言行一致
天亿马,301178,2024.0,0,,,35,11,行动先行
天佑德酒,002646,2024.0,0,,无,0,26,行动先行
天保基建,000965,2024.0,1,初步探索,低,0,0,表态超前
天健集团,000090,2024.0,0,,,1,0,行动先行
天元宠物,301335,2024.0,1,重点方向,低,0,6,言行一致
天元智能,603273,2024.0,0,,,0,39,行动先行
天元股份,003003,2024.0,0,,,0,49,行动先行
天准科技,688003,2024.0,18,核心战略,高,55,514,言行一致
*ST,603608,2024.0,0,,,49,16,行动先行
天利科技,300399,2024.0,0,,,8,12,行动先行
天力复合,920576,2024.0,0,,,0,44,行动先行
天力锂能,301152,2024.0,0,,无,0,8,行动先行
天华新能,300390,2024.0,3,重点方向,中,2,64,言行一致
天原股份,002386,2024.0,1,重点方向,中,0,306,言行一致
天合光能,688599,2024.0,0,,,100,1865,行动先行
天味食品,603317,2024.0,0,未提及,低,9,67,行动先行
天和磁材,603072,2024.0,1,应用AI管理软件提升智能制造水平,低,0,0,表态超前
天和防务,300397,2024.0,0,,,43,181,行动先行
天地在线,002995,2024.0,7,初步探索,低,53,1,言行一致
天地数码,300743,2024.0,0,,,1,22,行动先行
天地源,600665,2024.0,1,初步探索,低,0,0,表态超前
天地科技,600582,2024.0,1,重点方向,中,0,707,言行一致
天坛生物,600161,2024.0,3,初步探索,低,0,2,言行一致
天域生物,603717,2024.0,0,,,0,2,行动先行
天壕能源,300332,2024.0,0,,,0,7,行动先行
天士力,600535,2024.0,1,初步探索,低,1,659,言行一致
天奇股份,002009,2024.0,0,,,21,346,行动先行
天奈科技,688116,2024.0,0,,,0,82,行动先行
天奥电子,002935,2024.0,0,,,2,182,行动先行
天威视讯,002238,2024.0,0,,,11,299,行动先行
天娱数科,002354,2024.0,0,,,0,0,未涉及AI
天孚通信,300394,2024.0,0,,,9,34,行动先行
天宇股份,300702,2024.0,0,,无,3,81,行动先行
天安新材,603725,2024.0,0,未提及,无,0,95,行动先行
天宏锂电,920252,2024.0,0,,,0,19,行动先行
天宸股份,600620,2024.0,0,,,0,0,未涉及AI
天富能源,600509,2024.0,0,,无,0,68,行动先行
天山电子,301379,2024.0,0,未提及,无,2,34,行动先行
天山股份,000877,2024.0,0,未提及,无,0,11,行动先行
天山铝业,002532,2024.0,0,,,4,10,行动先行
天岳先进,688234,2024.0,8,重点方向,中,0,272,言行一致
天府文旅,000558,2024.0,0,,无,2,0,行动先行
天康生物,002100,2024.0,0,,无,0,18,行动先行
天微电子,688511,2024.0,14,核心战略,高,7,75,言行一致
天德钰,688252,2024.0,1,初步探索,低,0,50,言行一致
天成自控,603085,2024.0,0,,无,2,42,行动先行
天承科技,688603,2024.0,5,初步探索,低,0,3,言行一致
天振股份,301356,2024.0,0,,无,0,31,行动先行
天新药业,603235,2024.0,0,初步探索,低,0,79,行动先行
天晟新材,300169,2024.0,0,未提及,无,0,12,行动先行
天普股份,605255,2024.0,0,,无,0,13,行动先行
天智航,688277,2024.0,4,重点方向,中,26,186,言行一致
天桥起重,002523,2024.0,0,,,0,68,行动先行
天正电气,605066,2024.0,1,重点方向,中,14,439,言行一致
天永智能,603895,2024.0,0,,,3,50,行动先行
天汽模,002510,2024.0,1,初步探索,低,0,166,言行一致
天沃科技,002564,2024.0,0,,无,0,26,行动先行
天洋新材,603330,2024.0,0,,无,0,48,行动先行
天津普林,002134,2024.0,0,未提及,无,0,50,行动先行
天津港,600717,2024.0,0,,,0,26,行动先行
天海防务,300008,2024.0,1,未提及,低,0,52,言行一致
天润乳业,600419,2024.0,1,初步探索,低,0,0,表态超前
天润工业,002283,2024.0,2,核心战略,中,0,138,言行一致
天润科技,920564,2024.0,0,,,2,39,行动先行
天源迪科,300047,2024.0,36,核心战略,高,162,56,言行一致
天玛智控,688570,2024.0,6,重点方向,高,1,1047,言行一致
天瑞仪器,300165,2024.0,0,,,0,231,行动先行
天益医疗,301097,2024.0,0,未提及,无,4,38,行动先行
天目湖,603136,2024.0,1,初步探索,低,2,0,言行一致
ST,600671,2024.0,0,,,0,2,行动先行
天禄科技,301045,2024.0,0,,无,2,55,行动先行
天禾股份,002999,2024.0,0,,,0,2,行动先行
天秦装备,300922,2024.0,0,,无,0,20,行动先行
天纺标,920753,2024.0,1,初步探索,低,0,27,言行一致
天罡股份,920651,2024.0,0,,,1,57,行动先行
天能股份,688819,2024.0,0,,,11,474,行动先行
天能重工,300569,2024.0,0,初步探索,低,0,28,行动先行
天臣医疗,688013,2024.0,3,重点方向,低,5,327,言行一致
天舟文化,300148,2024.0,0,,,0,0,未涉及AI
天虹股份,002419,2024.0,7,重点方向,中,30,0,言行一致
天融信,002212,2024.0,0,,,0,10,行动先行
天赐材料,002709,2024.0,0,未提及,无,0,581,行动先行
天迈科技,300807,2024.0,0,,,16,108,行动先行
天通股份,600330,2024.0,5,初步探索,低,2,162,言行一致
天邑股份,300504,2024.0,1,初步探索,低,3,725,言行一致
天邦食品,002124,2024.0,1,初步探索,低,12,10,言行一致
天铁科技,300587,2024.0,0,,无,5,30,行动先行
天铭科技,920270,2024.0,0,,无,4,84,行动先行
天银机电,300342,2024.0,0,,,0,150,行动先行
天键股份,301383,2024.0,11,重点方向,中,7,67,言行一致
天阳科技,300872,2024.0,9,核心战略,高,137,36,言行一致
天际股份,002759,2024.0,0,,无,1,46,行动先行
天音控股,000829,2024.0,0,,,7,0,行动先行
天顺股份,002800,2024.0,1,未提及,低,0,0,表态超前
天顺风能,002531,2024.0,0,,,5,0,行动先行
天风证券,601162,2024.0,0,,无,17,0,行动先行
天马新材,920971,2024.0,0,,,0,21,行动先行
天马科技,603668,2024.0,0,未提及,无,0,195,行动先行
天齐锂业,002466,2024.0,5,重点方向,中,0,121,言行一致
天龙股份,603266,2024.0,0,,,1,36,行动先行
天龙退,300029,2024.0,0,,无,0,49,行动先行
天龙集团,300063,2024.0,0,,,0,2,行动先行
太平洋,601099,2024.0,3,核心战略,高,7,0,言行一致
太平鸟,603877,2024.0,0,,,9,7,行动先行
太极实业,600667,2024.0,2,未提及,低,0,8,言行一致
太极股份,002368,2024.0,7,核心战略,高,470,314,言行一致
太极集团,600129,2024.0,0,,,5,1,行动先行
太湖远大,920118,2024.0,0,,无,0,0,未涉及AI
太湖雪,920262,2024.0,0,,,1,23,行动先行
太辰光,300570,2024.0,0,未提及,低,1,39,行动先行
太钢不锈,000825,2024.0,3,重点方向,中,0,0,表态超前
太阳电缆,002300,2024.0,0,,,0,27,行动先行
太阳纸业,002078,2024.0,0,未提及,无,0,87,行动先行
太阳能,000591,2024.0,0,,,0,0,未涉及AI
太龙股份,300650,2024.0,0,未提及,无,1,16,行动先行
太龙药业,600222,2024.0,0,未提及,无,0,38,行动先行
奇安信,688561,2024.0,0,,,138,2116,行动先行
奇德新材,300995,2024.0,0,,,0,63,行动先行
奇正藏药,002287,2024.0,1,初步探索,低,5,70,言行一致
奇精机械,603677,2024.0,1,初步探索,低,0,33,言行一致
奋达科技,002681,2024.0,0,,,76,380,行动先行
奔图科技,002180,2024.0,0,,,0,0,未涉及AI
奔朗新材,920807,2024.0,1,重点方向,低,1,71,言行一致
奕东电子,301123,2024.0,0,,,0,30,行动先行
奕帆传动,301023,2024.0,0,,,1,59,行动先行
奕瑞科技,688301,2024.0,1,未提及,低,8,50,言行一致
奥佳华,002614,2024.0,10,核心战略,高,20,370,言行一致
奥克股份,300082,2024.0,0,,无,1,138,行动先行
奥士康,002913,2024.0,0,,,1,486,行动先行
奥尼电子,301189,2024.0,13,核心战略,中,54,48,言行一致
奥拓电子,002587,2024.0,0,,,17,379,行动先行
奥普光电,002338,2024.0,0,,,0,120,行动先行
奥普特,688686,2024.0,0,,,115,425,行动先行
奥普科技,603551,2024.0,2,初步探索,低,0,83,言行一致
奥来德,688378,2024.0,7,初步探索,低,0,0,表态超前
奥比中光,688322,2024.0,0,,,18,580,行动先行
奥泰生物,688606,2024.0,0,,,1,50,行动先行
奥浦迈,688293,2024.0,0,,无,0,36,行动先行
奥海科技,002993,2024.0,0,,,85,156,行动先行
奥特佳,002239,2024.0,1,初步探索,低,0,0,表态超前
奥特维,688516,2024.0,8,核心战略,高,49,486,言行一致
奥瑞德,600666,2024.0,0,,,0,0,未涉及AI
奥瑞金,002701,2024.0,1,初步探索,低,0,54,言行一致
奥福环保,688021,2024.0,0,未提及,无,0,48,行动先行
奥精医疗,688613,2024.0,0,,无,0,50,行动先行
奥美医疗,002950,2024.0,0,,,0,139,行动先行
奥翔药业,603229,2024.0,0,,无,0,40,行动先行
奥联电子,300585,2024.0,0,未提及,无,0,70,行动先行
奥赛康,002755,2024.0,1,未提及,低,0,0,表态超前
奥迪威,920491,2024.0,0,,,5,134,行动先行
奥锐特,605116,2024.0,0,,无,0,75,行动先行
奥雅股份,300949,2024.0,6,核心战略,高,1,19,言行一致
奥飞娱乐,002292,2024.0,0,,,20,185,行动先行
奥飞数据,300738,2024.0,14,重点方向,中,2,45,言行一致
好上好,001298,2024.0,12,重点方向,中,0,6,言行一致
好利科技,002729,2024.0,0,未提及,无,0,0,未涉及AI
好太太,603848,2024.0,0,,,125,468,行动先行
好当家,600467,2024.0,2,初步探索,低,0,177,言行一致
好想你,002582,2024.0,0,未提及,无,4,4,行动先行
好莱客,603898,2024.0,0,,,24,10,行动先行
妙可蓝多,600882,2024.0,0,,无,3,0,行动先行
姚记科技,002605,2024.0,0,,,1,3,行动先行
威力传动,300904,2024.0,0,未提及,无,7,51,行动先行
威博液压,920245,2024.0,0,,,0,0,未涉及AI
威唐工业,300707,2024.0,0,,无,0,35,行动先行
威士顿,301315,2024.0,0,,,92,25,行动先行
威奥股份,605001,2024.0,2,重点方向,中,0,65,言行一致
威孚高科,000581,2024.0,0,,,14,405,行动先行
威尔泰,002058,2024.0,0,,无,0,14,行动先行
威尔药业,603351,2024.0,1,初步探索,低,0,28,言行一致
威尔高,301251,2024.0,5,重点方向,中,0,52,言行一致
威星智能,002849,2024.0,4,重点方向,中,11,279,言行一致
威派格,603956,2024.0,11,核心战略,高,54,154,言行一致
威海广泰,002111,2024.0,0,,,0,161,行动先行
威胜信息,688100,2024.0,0,,,11,260,行动先行
威腾电气,688226,2024.0,5,重点方向,中,0,164,言行一致
威贸电子,920346,2024.0,0,未提及,无,0,11,行动先行
威迈斯,688612,2024.0,2,重点方向,中,1,0,言行一致
威马农机,301533,2024.0,3,重点方向,低,5,41,言行一致
威高骨科,688161,2024.0,0,,,0,115,行动先行
威龙股份,603779,2024.0,0,,,0,19,行动先行
孚日股份,002083,2024.0,0,,无,0,5,行动先行
孚能科技,688567,2024.0,0,,,9,0,行动先行
学大教育,000526,2024.0,10,重点方向,低,0,0,表态超前
孩子王,301078,2024.0,10,核心战略,高,150,8,言行一致
宁夏建材,600449,2024.0,2,初步探索,低,0,6,言行一致
宁德时代,300750,2024.0,4,初步探索,低,131,10454,言行一致
宁新新材,920719,2024.0,0,,无,0,29,行动先行
宁水集团,603700,2024.0,7,重点方向,中,11,84,言行一致
宁沪高速,600377,2024.0,3,重点方向,低,0,24,言行一致
宁波东力,002164,2024.0,2,重点方向,中,0,0,表态超前
宁波中百,600857,2024.0,0,,无,0,0,未涉及AI
宁波华翔,002048,2024.0,0,,,8,5,行动先行
宁波富达,600724,2024.0,1,初步探索,低,0,0,表态超前
宁波富邦,600768,2024.0,0,未提及,无,0,1,行动先行
宁波方正,300998,2024.0,0,初步探索,低,2,234,行动先行
宁波海运,600798,2024.0,0,,无,0,3,行动先行
宁波港,601018,2024.0,0,未提及,低,0,6,行动先行
宁波精达,603088,2024.0,0,,,1,86,行动先行
宁波联合,600051,2024.0,0,,,0,0,未涉及AI
宁波能源,600982,2024.0,0,,,0,6,行动先行
宁波色母,301019,2024.0,0,,无,0,21,行动先行
宁波远洋,601022,2024.0,0,,无,0,6,行动先行
